Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,description,target
26,female,2,rent,,little,2812,24,car,"The person is a 26 year old female with a skilled job who rents housing, has a little checking account, requested a credit amount of 2812 for a 24 month car loan.",good risk
25,female,3,own,little,little,8065,36,education,"The person is a 25 year old female who is highly skilled, owns her housing, has little savings and checking accounts, was granted an $8065 credit amount over a 36 month duration to be used for an educational purpose.",bad risk
36,male,3,own,little,,3275,21,car,The person is a 36 year old male with a highly skilled job who owns their housing. They have a little savings account and are seeking a credit amount of 3275 over a duration of 21 months for the purpose of a car.,bad risk
52,male,2,own,moderate,,2223,24,radio/TV,"The person is a 52 year old male with a skilled job who owns their housing. They have a moderate saving account, are requesting a credit amount of 2223 for a duration of 24 months for the purpose of a radio/TV.",bad risk
66,male,0,free,quite rich,rich,1480,12,car,"The 66 year old male has an unskilled and non-resident job, lives in free housing, has quite rich saving accounts, rich checking account, a 1480 credit amount over 12 months duration for the purpose of a car.",good risk
25,female,2,rent,,little,1371,24,car,"The person data describes a 25 year old female with a skilled job who rents housing, has a little checking account, was granted a 1371 credit amount over a 24 month duration to purchase a car.",bad risk
37,male,2,own,little,,3535,36,car,The 37 year old male has a skilled job and owns his housing. His saving accounts are little. The credit amount is 3535 for a 36 month car loan.,bad risk
25,female,2,own,little,little,3509,18,radio/TV,"The 25 year old female has a skilled job, owns her housing, has little savings and checking accounts, was granted a 3509 credit amount over an 18 month duration to purchase a radio/TV.",bad risk
38,male,3,own,rich,,5711,36,car,"The 38 year old male has a highly skilled job, owns housing, has a rich saving account, was granted a 5711 credit amount over a 36 month duration to purchase a car.",bad risk
67,female,2,own,little,moderate,3872,18,repairs,"The 67 year old female has a skilled job, owns her housing, has little money in her savings accounts, a moderate amount in her checking account, was granted a 3,872 credit amount over an 18 month duration to pay for repairs.",bad risk
25,male,2,own,little,moderate,4933,39,radio/TV,"The 25 year old male has a skilled job, owns their housing, has little savings, a moderate checking account, took out a 4933 credit amount over 39 months for the purpose of purchasing a radio/TV.",bad risk
60,male,2,own,rich,,1940,24,car,"A 60 year old male with a skilled job who owns housing, has rich saving accounts, was granted a credit amount of 1940 for a duration of 24 months for the purpose of purchasing a car.",bad risk
31,male,1,own,little,moderate,1410,12,education,"The 31 year old male has an unskilled resident job, owns housing, has a little savings account, a moderate checking account, a 1410 credit amount over 12 months for an education purpose.",good risk
23,female,1,own,moderate,moderate,836,12,car,The person is a 23 year old female with a job classified as unskilled and resident. She owns her housing and has moderate saving and checking accounts. She has requested a 836 credit amount over a 12 month duration to purchase a car.,good risk
60,male,3,own,,moderate,6468,20,car,"The person is a 60 year old male with a highly skilled job who owns their housing, has a moderate checking account, requested a 6468 credit amount over a 20 month duration to purchase a car.",bad risk
35,male,1,own,rich,moderate,1941,18,business,"A 35 year old male with an unskilled and resident job, living in his own housing, having a rich saving account and moderate checking account, requested a 1941 credit amount over a duration of 18 months for a business purpose.",good risk
40,male,2,own,quite rich,,2675,22,radio/TV,"A 40 year old male with a skilled job who owns their housing has quite rich saving accounts, received a 2675 credit amount loan with a 22 month duration to purchase a radio/TV.",good risk
38,male,2,own,,,2751,48,car,"The 38 year old male has a skilled job, owns his housing, requested a 2751 credit amount over a 48 month duration to purchase a car.",good risk
50,male,2,free,little,moderate,6224,48,education,The person data describes a 50 year old male with a skilled job living in free housing. He has little savings and a moderate checking account. He requested a 6224 credit amount over a duration of 48 months for the purpose of education.,bad risk
27,male,2,own,little,little,5998,40,education,The person is a 27 year old male with a skilled job who owns their housing. They have little money in both their saving and checking accounts. They are seeking a 5998 credit amount over a duration of 40 months for the purpose of education.,bad risk
39,female,2,own,little,moderate,1188,21,business,"The person is a 39 year old female with a skilled job who owns her housing. She has a little savings account and a moderate checking account. She is requesting a 1,188 credit amount over a 21 month duration for a business purpose.",good risk
41,male,3,own,,,6313,24,car,"Here is the strictly factual single paragraph description of the person data with every field and value provided without any omitted information, judgment, rating, or suggestion: The age of the person data is 41, the sex is male, the job is highly skilled, the housing type is own dwelling, the credit amount is 6313, the duration of the loan is 24 months, and the purpose of the loan is car.",bad risk
27,male,2,own,,,1221,6,furniture/equipment,"The 27 year old male has a skilled job, owns his housing, requested a 1,221 credit amount over a 6 month duration to purchase furniture/equipment.",good risk
51,male,2,free,little,rich,2892,24,furniture/equipment,"Here is a strictly factual single paragraph description of the provided person credit data without subjective language or assessment: The 51 year old male has a skilled job, lives in free housing, has a little savings account, a rich checking account, requested a 2892 credit amount over a 24 month duration to purchase furniture/equipment.",bad risk
32,male,2,rent,quite rich,,3062,24,furniture/equipment,"The person is a 32 year old male with a skilled job who rents housing, has quite rich saving accounts, was given a 3062 credit amount over a 24 month duration to purchase furniture/equipment.",good risk
22,female,2,rent,moderate,,2301,9,furniture/equipment,"The person is a 22 year old female with a skilled job who rents housing, has a moderate saving account, has requested a credit amount of 2301 for a 9 month duration furniture/equipment loan purpose.",good risk
51,male,2,free,,little,7511,18,car,The person is a 51 year old male with a skilled job living in free housing. He has a little checking account and is seeking a 7511 credit amount over a duration of 18 months for the purpose of a car.,bad risk
22,female,1,rent,little,,1258,12,furniture/equipment,"The person is a 22 year old female with a job designation of unskilled and resident, living in rented housing, having a little savings account, seeking a 1258 credit amount over a 12 month duration to purchase furniture/equipment.",good risk
54,male,2,own,,,717,24,car,Here is a factual description of the provided credit risk data without subjective language or recommendations:,good risk
35,male,0,own,,moderate,1549,9,car,"The 35 year old male has an unskilled and non-resident job, owns his housing, has a moderate checking account, requested a 1549 credit amount over a 9 month duration to purchase a car.",bad risk
54,male,2,free,little,,1597,24,education,A 54 year old male with a skilled job living in free housing having a little savings account was granted a 1597 credit amount over a 24 month duration for the purpose of education.,good risk
48,female,1,rent,little,moderate,1795,18,radio/TV,"The 48 years old female has an unskilled and resident job, rents housing, has little savings accounts, moderate checking account, took out a 1795 credit amount loan with 18 month duration to purchase a radio/TV.",good risk
24,female,2,own,little,little,4272,20,furniture/equipment,The 24 year old female has the skilled job and owns her housing. Her little saving and checking accounts align with the 4272 credit amount and 20 month duration to purchase furniture/equipment.,good risk
35,male,2,own,,,976,12,radio/TV,The person is a 35 year old male with a skilled job who owns their housing. They have requested a 976 credit amount over a 12 month duration to purchase a radio/TV.,good risk
24,female,0,rent,,moderate,7472,12,car,"A 24 year old female with an unskilled and non-resident job, living in rented housing, has a moderate checking account, requested a 7472 credit amount over 12 months duration for the purpose of a car.",bad risk
24,male,2,own,little,little,9271,36,car,"A 24 year old male with a skilled job, living in his own housing, having little money in his saving and checking accounts, was granted a 9,271 credit amount over a 36 month duration to purchase a car.",bad risk
26,male,1,own,little,moderate,590,6,radio/TV,"A 26 year old male with an unskilled resident job, living in his own housing, having little savings accounts and a moderate checking account, requested a 590 credit amount over a 6 month duration to purchase a radio/TV.",good risk
65,male,2,own,,,930,12,radio/TV,"The 65 year old male has a skilled job, owns his housing, requested a 930 credit amount over 12 months duration to purchase a radio/TV.",bad risk
55,male,3,free,little,moderate,9283,42,car,"The person is a 55 year old male with a highly skilled job who lives in free housing. He has a little savings account and a moderate checking account. He requested a 9,283 credit amount over a 42 month duration to purchase a car.",bad risk
26,female,0,rent,little,moderate,1778,15,car,"The person data shows a 26 year old female with an unskilled and non-resident job, living in rented housing, with little savings, a moderate checking account, seeking a 1,778 credit amount over 15 months duration for the purpose of a car.",bad risk
26,male,2,own,little,moderate,907,8,business,"The person is a 26 year old male with a skilled job who owns their housing, has little savings, a moderate checking account, applied for a 907 credit amount over an 8 month duration for a business purpose.",good risk
28,male,1,own,little,moderate,484,6,radio/TV,"The 28 year old male has an unskilled resident job, owns housing, has a little savings account, a moderate checking account, a 484 credit amount over 6 months duration for the purpose of a radio/TV.",good risk
24,male,2,own,little,little,9629,36,car,The person is a 24 year old male with a skilled job who owns their housing. They have little money in their saving and checking accounts. They have requested a 9629 credit amount over a 36 month duration to purchase a car.,bad risk
54,male,2,own,little,little,3051,48,domestic appliances,"The 54 year old male has a skilled job, owns their housing, has little money in their savings and checking accounts, was granted a 3051 credit amount over a 48 month duration to purchase domestic appliances.",bad risk
46,male,2,free,little,little,3931,48,car,The person is a 46 year old male with a skilled job who lives in free housing and has taken out a car loan of 3931 over 48 months. He has little money in his saving and checking accounts.,good risk
54,female,2,rent,little,moderate,7432,36,car,"Here is an objective description of the provided person data without recommendations or subjective language: The 54 year old female has a skilled job, rents housing, has a little savings account, a moderate checking account, requested a 7432 credit amount over a 36 month duration to purchase a car.",bad risk
62,male,2,own,quite rich,,1338,6,domestic appliances,"A 62 year old male with a skilled job who owns their housing has quite rich savings, took out a 1338 credit amount loan for 6 month duration for the purpose of domestic appliances.",good risk
24,female,2,rent,little,,1554,6,radio/TV,"The person is a 24 year old female with a skilled job who rents housing, has little savings, was granted a credit amount of 1554 for a duration of 6 months for the purpose of purchasing a radio/TV.",good risk
43,male,3,own,little,little,15857,36,vacation/others,"A 43 year old male with a highly skilled job, living in his own housing, having little money in his saving and checking accounts, was granted a 15857 credit amount over a 36 month duration to be used for a vacation or other purposes.",bad risk
26,male,2,own,little,little,1345,18,radio/TV,"The 26 year old male has a skilled job, owns housing, has little in savings accounts and checking accounts, was approved for a 1345 credit amount over an 18 month duration to purchase a radio or TV.",good risk
27,male,2,own,little,,1101,12,car,The person is a 27 year old male with a skilled job who owns their housing. They have a little savings account and are seeking a 1101 credit amount over 12 months duration to purchase a car.,good risk
24,male,2,own,little,rich,3016,12,radio/TV,"The person is a 24 year old male with a skilled job who owns their housing. They have a little savings account and a rich checking account. They requested a 3,016 credit amount over a 12 month duration to purchase a radio/TV.",good risk
41,male,2,own,little,little,2712,36,furniture/equipment,"A 41 year old male with a skilled job, living in his own housing, having little savings and checking accounts, requested a 2712 credit amount over a 36 month duration to purchase furniture/equipment.",bad risk
47,male,1,own,little,little,731,8,car,"The person is a 47 year old male with an unskilled resident job, who owns their housing, has little in both their savings and checking accounts, is seeking 731 currency units in credit over an 8 month duration to purchase a car.",good risk
35,male,3,own,little,,3780,18,furniture/equipment,The person is a 35 year old male with a highly skilled job who owns their housing. They have little in their savings account. They have requested a credit amount of 3780 with a duration of 18 months for the purpose of purchasing furniture/equipment.,good risk
30,male,2,own,little,little,1602,21,car,The person is a 30 year old male with a skilled job who owns their housing. They have little money in both their saving and checking accounts. They are seeking a 1602 credit amount over a 21 month duration to purchase a car.,good risk
33,female,2,rent,little,little,3966,18,car,"The 33 year old female has a skilled job, rents housing, has little savings and checking accounts, requested a 3966 credit amount over an 18 month duration to purchase a car.",bad risk
36,male,2,own,little,,4165,18,business,"The 36 year old male has a skilled job, owns housing, has little savings, was granted a 4165 credit amount over an 18 month duration for a business purpose.",bad risk
47,male,2,free,,little,8335,36,car,The 47 year old male has a skilled job and lives in free housing with a little checking account. He requested a car loan of 8335 for a duration of 36 months.,bad risk
38,male,2,free,,moderate,6681,48,business,"A 38 year old male with a skilled job living in free housing has a moderate checking account, requested a 6681 credit amount over a 48 month duration for a business purpose.",bad risk
44,male,2,own,quite rich,,2375,24,business,The person is a 44 year old male with a skilled job who owns their housing. They have quite rich saving accounts and requested a credit amount of 2375 for a business purpose over a duration of 24 months.,good risk
23,female,2,rent,little,little,1216,18,car,The person is a 23 year old female with a skilled job who lives in rented housing. Her saving and checking accounts are both little. She has requested a credit amount of 1216 over a duration of 18 months for the purpose of purchasing a car.,good risk
29,male,2,rent,little,little,11816,45,business,"The person is a 29 year old male with a skilled job who rents housing, has little savings and checking accounts, has been approved for a 11816 credit amount business loan with a 45 month duration.",bad risk
42,female,2,own,,moderate,5084,24,radio/TV,The person is a 42 year old female with a skilled job who owns her housing. She has a moderate checking account and requested a 5084 credit amount over a 24 month duration to purchase a radio/TV.,bad risk
25,female,1,own,little,rich,2327,15,radio/TV,"The 25 year old female has a job classified as unskilled and resident, lives in her own housing, has a little savings account, a rich checking account, a 2327 credit amount over a 15 month duration loan taken for the purpose of a radio/TV purchase.",bad risk
48,male,2,own,little,little,1082,12,car,"The person data provided describes a 48 year old male with a skilled job who owns housing, has little savings accounts and checking accounts, requested credit amount of 1082 for a 12 month car loan purpose.",good risk
21,female,2,own,,,886,12,radio/TV,The person is a 21 year old female with a skilled job who owns her housing. She has requested an 886 credit amount over a 12 month duration to purchase a radio/TV.,good risk
23,female,1,rent,little,,601,4,furniture/equipment,The person is a 23 year old female with a job categorized as unskilled and resident. She lives in rented housing and has a little savings account. She has requested a 601 credit amount to be paid back over 4 months for the purpose of purchasing furniture/equipment.,good risk
63,male,2,own,little,little,2957,24,car,"The person is a 63 year old male with a skilled job who owns their housing. They have little money in their saving and checking accounts. They requested a 2,957 credit amount over a 24 month duration to purchase a car.",good risk
46,male,2,own,little,,2611,24,radio/TV,"The 46 year old male has a skilled job, owns housing, has little savings, is requesting a credit amount of 2611 for a duration of 24 months to purchase a radio/TV.",good risk
29,male,2,own,little,little,5179,36,furniture/equipment,"The 29 year old male has a skilled job, owns his housing, has little money in his savings and checking accounts, is seeking a 5179 credit amount over a 36 month duration in order to purchase furniture/equipment.",bad risk
28,male,1,own,little,,2993,21,car,"The person is a 28 year old male with an unskilled resident job who owns their housing, has little savings, is seeking a 2993 credit amount over a 21 month duration to purchase a car.",good risk
23,female,2,own,little,,1943,18,repairs,A 23 year old female with a skilled job lives in her own housing. She has a little savings account and requested a credit amount of 1943 for a duration of 18 months for the purpose of repairs.,good risk
50,male,2,own,little,,1559,24,business,The person is a 50 year old male with a skilled job who owns their housing. They have a little savings account and requested a 1559 credit amount over a 24 month duration for a business purpose.,good risk
47,male,2,own,little,,3422,18,furniture/equipment,"The person is a 47 year old male with a skilled job who owns their housing. They have a little savings account and are seeking a 3,422 credit amount over an 18 month duration to purchase furniture/equipment.",bad risk
35,male,2,own,,moderate,3976,21,furniture/equipment,The 35 year old male has a skilled job and owns their housing. Their checking account status is moderate. They have requested a credit amount of 3976 over a duration of 21 months for the purpose of purchasing furniture/equipment.,bad risk
68,male,2,rent,,,6761,18,car,"The 68 year old male has a skilled job, rents housing, and is seeking a 6761 credit amount over an 18 month duration to purchase a car.",bad risk
28,male,2,own,little,,1249,24,car,A 28 year old male with a skilled job who owns their housing has a little savings account and requested a 1249 credit amount over a 24 month duration to purchase a car.,good risk
59,male,2,own,little,little,1364,9,radio/TV,"The 59 year old male has a skilled job, owns housing, has little money in both saving and checking accounts, is requesting a 1364 credit amount over 9 month duration to purchase a radio/TV.",bad risk
57,male,1,own,little,little,709,12,radio/TV,"A 57 year old male with an unskilled resident job, living in his own housing, having little savings and checking accounts, requested a 709 credit amount over 12 month duration to purchase a radio/TV.",bad risk
33,male,2,rent,little,little,2235,20,car,"The 33 year old male has a skilled job, rents housing, has little savings and checking accounts, has requested a 2235 credit amount over a 20 month duration to purchase a car.",bad risk
43,male,2,own,,,4042,24,car,The person is a 43 year old male with a skilled job who owns their housing. They have requested a 4042 credit amount over a 24 month duration to purchase a car.,good risk
35,male,2,free,little,,1471,15,radio/TV,The 35 year old male has a skilled job and lives in free housing with a little savings account. He is requesting a 1471 credit amount over a 15 month duration to purchase a radio/TV.,good risk
32,male,1,free,little,little,1442,18,car,"The 32 year old male has an unskilled resident job, lives in free housing, has little savings and checking accounts, has requested a 1442 credit amount over an 18 month duration to purchase a car.",bad risk
45,male,2,own,little,,10875,36,car,The person is a 45 year old male with a skilled job who owns their housing. They have a little savings account and requested a 10875 credit amount over a 36 month duration to purchase a car.,bad risk
33,male,2,own,moderate,,1474,24,car,The 33 year old male has a skilled job and owns his housing. His saving accounts are moderate. He has requested a credit amount of 1474 over a duration of 24 months for the purpose of a car.,good risk
40,female,2,own,,,894,10,education,The person is a 40 year old female with a skilled job who owns her housing. She has requested an 894 credit amount over a 10 month duration to finance an education purpose.,good risk
28,male,2,free,little,,3343,15,furniture/equipment,The 28 year old male has a skilled job and lives in free housing with little savings. He is requesting a 3343 credit amount over a 15 month duration to purchase furniture/equipment.,bad risk
29,female,2,own,little,little,3959,15,car,"The 29 year old female has a skilled job, owns her housing, has little money in her saving and checking accounts, was granted a 3959 credit amount over a 15 month duration to purchase a car.",good risk
26,male,2,rent,moderate,,3577,9,car,"The person is a 26 year old male with a skilled job who rents housing, has a moderate saving account, and is seeking 3,577 amount of credit for a 9 month car loan purpose.",bad risk
27,male,2,own,rich,,5804,24,car,"The person is a 27 year old male with a skilled job who owns their housing. They have a rich saving account and are seeking a 5,804 credit amount over a 24 month duration to purchase a car.",bad risk
28,male,2,own,little,,2169,18,business,"The data describes a 28 year old male with a skilled job who owns housing, has little savings, was granted a 2,169 credit amount over an 18 month duration for a business purpose.",good risk
35,female,2,own,little,little,2439,24,radio/TV,"The person is a 35 year old female with a skilled job who owns her housing. She has little money in her saving and checking accounts. She was granted a 2,439 credit amount over a 24 month duration to purchase a radio/TV.",good risk
32,male,1,own,rich,,4526,27,furniture/equipment,"The 32 year old male has an unskilled and resident job, owns housing, has a rich saving account, requested a 4526 credit amount over a 27 month duration to purchase furniture/equipment.",bad risk
25,male,1,rent,little,,2210,10,furniture/equipment,"The 25 years old male with an unskilled and resident job has rent housing, a little saving account, a credit amount of 2210 and a 10 months duration loan for the purpose of furniture/equipment.",good risk
20,female,2,rent,quite rich,,2221,15,furniture/equipment,"The person is a 20 year old female with a skilled job who rents housing, has quite rich saving accounts, has requested a credit amount of 2221 for a duration of 15 months for the purpose of purchasing furniture/equipment.",good risk
27,female,2,own,little,little,2389,18,radio/TV,"The person is a 27 year old female with a skilled job who owns her housing. She has little money in her saving and checking accounts. She is requesting a 2,389 credit amount over a duration of 18 months to purchase a radio/TV.",good risk
42,male,2,own,little,,3331,12,furniture/equipment,"A 42 year old male with a skilled job who owns their housing has a little savings account, requested a credit amount of 3331 for a 12 month duration to purchase furniture/equipment.",bad risk
37,male,2,own,,,7409,36,business,"The 37 year old male has a skilled job, owns their housing, and is seeking a 7409 credit amount over a 36 month duration for a business purpose.",bad risk
24,female,2,rent,little,little,652,12,furniture/equipment,A 24 year old female with a skilled job living in rented housing has little money in her saving and checking accounts. She requested a 652 credit amount over a 12 month duration to purchase furniture or equipment.,bad risk
40,female,2,own,quite rich,,7678,36,furniture/equipment,"A 40 year old female with a skilled job who owns her housing has quite rich saving accounts, applied for a 36 month 7678 credit amount loan for the purpose of furniture/equipment.",bad risk
46,male,2,own,little,rich,1343,6,car,"The person is a 46 year old male with a skilled job who owns their housing, has little savings, a rich checking account, has requested a $1,343 6 month car loan.",good risk
26,male,2,own,moderate,little,1382,24,business,The 26 year old male has a skilled job and owns his housing. His saving accounts are moderate and his checking account is little. He has requested a credit amount of 1382 over a duration of 24 months for a business purpose.,good risk
24,female,2,own,,,874,15,domestic appliances,The person is a 24 year old female with a skilled job who owns her housing. She has requested a credit amount of 874 for a duration of 15 months for the purpose of domestic appliances.,good risk
29,male,1,own,little,little,3590,12,furniture/equipment,"Here is the strictly factual description of the person data you provided, with no recommendations or subjective language:",good risk
40,female,2,own,rich,moderate,1322,11,car,"The 40 year old female has a skilled job, owns her housing, has a rich saving account, a moderate checking account, requested a 1,322 credit amount over an 11 month duration to purchase a car.",good risk
36,male,3,free,little,little,1940,18,radio/TV,"The 36 year old male has a highly skilled job, lives in free housing, has little savings and checking accounts, was granted a 1940 credit amount over an 18 month duration to purchase a radio/TV.",good risk
28,male,2,own,little,,3595,36,radio/TV,"The 28 year old male has a skilled job, owns their housing, has little in their savings account, is requesting a 3,595 credit amount over a 36 month duration to purchase a radio/TV.",good risk
27,male,3,free,little,little,1422,9,car,"The person is a 27 year old male with a highly skilled job who lives in free housing. He has little savings and a little amount in his checking account. He is requesting a 1,422 credit amount over a 9 month duration to purchase a car.",good risk
36,male,2,own,,,6742,30,radio/TV,The person is a 36 year old male with a skilled job who owns their housing. They have requested a 6742 credit amount over a 30 month duration to purchase a radio/TV.,bad risk
38,male,3,own,little,,7814,24,car,"The person is a 38 year old male with a highly skilled job who owns their housing, has little savings, was given a 7814 credit amount over 24 months duration to purchase a car.",bad risk
48,male,2,free,,,9277,24,car,The person is a 48 year old male with a skilled job who lives in free housing. He requested a 9277 credit amount over a 24 month duration to purchase a car.,bad risk
36,male,2,own,,moderate,2181,30,car,"The 36 year old male has a skilled job, owns his housing, has a moderate checking account, requested a $2,181 car loan for 30 months.",good risk
65,female,0,own,little,,1098,18,radio/TV,A 65 year old female with an unskilled and non-resident job status owns her housing. Her saving accounts status is little. She has requested a credit amount of 1098 over a duration of 18 months for the purpose of a radio/TV.,bad risk
43,male,2,own,little,moderate,4057,24,furniture/equipment,A 43 year old male with a skilled job living in his own housing has a little savings account and a moderate checking account. He requested a 4057 credit amount over a 24 month duration to purchase furniture/equipment.,good risk
53,female,2,own,little,little,795,12,education,The 53 year old female has a skilled job and owns her housing. Her saving and checking accounts are characterized as little. She has requested a credit amount of 795 over a duration of 12 months for the purpose of education.,good risk
34,male,2,own,,moderate,2825,24,business,"A 34 year old male with a skilled job who owns his housing has a moderate checking account, requested a 2825 credit amount over a 24 month duration for a business purpose.",good risk
23,male,2,own,little,moderate,15672,48,business,"The person is a 23 year old male with a skilled job who owns their housing. They have a little savings account and a moderate checking account. They are seeking a 15,672 credit amount over a duration of 48 months for a business purpose.",bad risk
34,male,3,own,little,,6614,36,car,"A 34 year old male with a highly skilled job who owns housing has little savings, requested a 6614 credit amount over a 36 month duration to purchase a car.",bad risk
40,male,2,rent,,,7824,28,car,The person is a 40 year old male with a skilled job who rents housing. He requested a 7824 credit amount over a 28 month duration to purchase a car.,bad risk
43,male,3,own,little,little,2442,27,business,"The 43 year old male has a highly skilled job, owns his housing, has little savings and checking accounts, was granted a 2,442 credit amount over a 27 month duration for a business purpose.",good risk
46,male,2,own,little,,1829,15,radio/TV,The person is a 46 year old male with a skilled job who owns their housing. They have a little savings account and are seeking a credit amount of 1829 over a duration of 15 months for the purpose of a radio/TV.,good risk
38,male,1,own,little,little,2171,12,car,"The person is a 38 year old male with an unskilled resident job who owns their housing. They have little savings accounts and little checking accounts. They requested a $2,171 credit for a 12 month car loan.",good risk
34,male,2,own,little,moderate,5800,36,car,The 34 year old male has a skilled job and owns his housing. His saving accounts are little and his checking account is moderate. He requested a credit amount of 5800 for a duration of 36 months to purchase a car.,bad risk
29,male,2,own,,,1169,18,radio/TV,The person is a 29 year old male with a skilled job who owns their housing. They have requested a credit amount of 1169 with a duration of 18 months for the purpose of a radio/TV.,good risk
31,male,3,own,,,8947,36,car,"The 31 year old male has a highly skilled job, owns housing, has requested an 8947 credit amount over a 36 month duration to purchase a car.",bad risk
28,female,3,rent,little,little,2606,21,radio/TV,"The 28 year old female is highly skilled, rents housing, has little saving and checking accounts, was granted a 2606 credit amount over a 21 month duration to purchase a radio/TV.",good risk
35,female,2,own,rich,,1592,12,furniture/equipment,The 35 year old female has a skilled job and owns her housing. Her saving accounts are rich. She has requested a credit amount of 1592 over a duration of 12 months for the purpose of purchasing furniture/equipment.,good risk
33,female,1,rent,,,2186,15,furniture/equipment,"The 33 year old female has an unskilled and resident job, rents housing, has requested a 2186 credit amount over a 15 month duration to purchase furniture/equipment.",good risk
42,male,2,own,little,little,4153,18,furniture/equipment,"A 42 year old male with a skilled job who owns their housing has a little savings and checking account, requested a 4153 credit amount over an 18 month duration to purchase furniture/equipment.",bad risk
43,male,2,rent,little,little,2625,16,car,"The 43 year old male has a skilled job, rents housing, has little money in his savings and checking accounts, was granted a 2625 credit amount over a 16 month duration to purchase a car.",good risk
44,male,2,own,,,3485,20,car,The person is a 44 year old male with a skilled job who owns their housing. They have requested a car loan of 3485 over a 20 month duration.,good risk
42,male,2,free,,,10477,36,car,The person is a 42 year old male with a skilled job living in free housing. The credit amount is 10477 for a duration of 36 months for the purpose of a car purchase.,bad risk
40,male,2,rent,,,1386,15,radio/TV,The person is a 40 year old male with a skilled job who rents housing. The credit amount is 1386 for a 15 month duration loan purpose of radio/TV.,good risk
36,male,3,own,little,,1278,24,radio/TV,The person is a 36 year old male with a highly skilled job who owns his housing. He has a little savings account and is seeking a credit amount of 1278 over a duration of 24 months for the purpose of purchasing a radio/TV.,good risk
20,male,3,rent,little,little,1107,12,radio/TV,"The person is a 20 year old male with a highly skilled job who rents housing, has little savings and checking accounts, was given a 1,107 credit amount over 12 month duration to purchase a radio/TV.",good risk
24,male,1,own,,little,3763,21,car,"A 24 year old male with an unskilled resident job, living in his own housing, has a little checking account, was granted a 3763 credit amount over a 21 month duration to purchase a car.",bad risk
27,male,2,own,,moderate,3711,36,education,"The person is a 27 year old male with a skilled job who owns their housing, has a moderate checking account, was granted a 3711 credit amount over a 36 month duration for the purpose of education.",bad risk
46,female,1,own,little,,3594,15,car,"The 46 year old female has an unskilled and resident job, owns her housing, has little savings, is seeking a 3,594 credit amount over a 15 month duration for the purpose of a car.",good risk
33,female,1,own,,moderate,3195,9,car,"The 33 year old female has an unskilled resident job, owns her housing, has a moderate checking account, requested a 3195 credit amount over a 9 month duration to purchase a car.",good risk
34,female,2,own,little,,4454,36,radio/TV,The person is a 34 year old female with a skilled job who owns her housing. She has little savings. She is requesting a 4454 credit amount over a 36 month duration to purchase a radio/TV.,bad risk
25,female,1,own,little,moderate,4736,24,furniture/equipment,"The data shows a 25 year old female with an unskilled resident job, living in her own housing, having a little savings account and a moderate checking account, requesting a credit amount of 4736 over a 24 month duration to purchase furniture/equipment.",bad risk
25,female,2,own,,moderate,2991,30,radio/TV,The 25 year old female has a skilled job and owns her housing. Her checking account status is moderate. She has requested a credit amount of 2991 with a duration of 30 months for the purpose of a radio/TV.,good risk
28,male,2,own,rich,,2142,11,business,"The person is a 28 year old male with a skilled job who owns their housing. They have a rich saving account, and are seeking a $2142 business loan with a duration of 11 months.",good risk
31,male,2,rent,little,little,3161,24,business,"The 31 year old male has a skilled job, rents housing, has little money in his saving and checking accounts, was granted a 3161 credit amount over a 24 month duration for a business purpose.",bad risk
32,female,3,own,little,moderate,18424,48,vacation/others,"The 32 year old female has a highly skilled job, owns her housing, has little money in her savings accounts, a moderate amount in her checking account, has requested an 18424 credit amount over a 48 month duration to be used for a vacation or other purposes.",bad risk
32,male,2,own,moderate,,2848,10,car,"A 32 year old male with a skilled job who owns their housing has a moderate savings account, requested a 2848 credit amount over a 10 month duration to purchase a car.",good risk
68,male,3,own,little,little,14896,6,car,"The 68 year old male has a highly skilled job, owns his housing, has little money in his saving and checking accounts, was granted a 14896 credit amount over a 6 month duration to purchase a car.",bad risk
33,male,2,own,moderate,little,2359,24,furniture/equipment,"A 33 year old male with a skilled job living in his own housing has a moderate saving account and a little checking account. He has requested a 2,359 credit amount over a 24 month duration to purchase furniture/equipment.",good risk
39,male,3,rent,little,little,3345,24,furniture/equipment,"A 39 year old male with a highly skilled job who rents housing has little money in his saving and checking accounts. He is requesting a 3,345 credit amount over a 24 month duration to purchase furniture/equipment.",bad risk
28,female,2,own,little,,1817,18,furniture/equipment,The 28 year old female has a skilled job and owns her housing. Her saving accounts are little. She has requested a 1817 credit amount over a duration of 18 months to purchase furniture/equipment.,good risk
37,male,3,own,quite rich,,12749,48,radio/TV,"The 37 year old male is highly skilled, lives in his own housing, has quite rich saving accounts, is requesting a 12749 credit amount over a duration of 48 months for the purpose of a radio/TV.",bad risk
22,female,2,rent,little,little,1366,9,radio/TV,"The person is a 22 year old female with a skilled job who rents housing, has little savings and little funds in her checking account, and is seeking 1,366 credit over a 9 month duration to purchase a radio or TV.",bad risk
30,male,2,rent,little,moderate,2002,12,car,"The 30 year old male has a skilled job, rents housing, has little savings, a moderate checking account, requested a 2002 credit amount over 12 months duration to purchase a car.",bad risk
55,male,2,own,little,little,6872,24,furniture/equipment,"A 55 year old male with a skilled job who owns their housing has a little savings and checking account. They requested a 6,872 credit amount over a 24 month duration to purchase furniture/equipment.",bad risk
